drug_name,api_name,api_cascade_count,api_cascade_drugs,api_cascade_on_concession,api_cascade_conc_drugs,api_concentration_risk,api_primary_source,api_manufacturer_count,api_india_china_pct,api_india_dependency,api_us_shortage_count,api_us_shortage_active
Venlafaxine 150mg modified-release tablets,venlafaxine,5,Venlafaxine 225mg modified-release capsules|Venlafaxine 75mg tablets|Venlafaxine 75mg modified-release capsules|Venlafaxine 37.5mg modified-release capsules|Venlafaxine 37.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Desmopressin 200microgram tablets,desmopressin,1,Desmopressin 10micrograms/dose nasal spray,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Alfacalcidol 1microgram capsules,alfacalcidol,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Febuxostat 80mg tablets,febuxostat,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Simvastatin 80mg tablets,simvastatin,3,Simvastatin 40mg tablets|Simvastatin 20mg tablets|Simvastatin 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ranitidine 75mg/5ml oral solution sugar free,ranitidine,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Aspirin 75mg gastro-resistant tablets,aspirin,5,Aspirin 75mg dispersible tablets|Aspirin 75mg dispersible tablets|Aspirin 300mg dispersible tablets|Aspirin 300mg dispersible tablets|Aspirin 75mg tablets,2,Aspirin 75mg dispersible tablets|Aspirin 75mg dispersible tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Mirtazapine 45mg orodispersible tablets,mirtazapine,6,Mirtazapine 30mg orodispersible tablets|Mirtazapine 15mg orodispersible tablets|Mirtazapine 45mg tablets|Mirtazapine 15mg tablets|Mirtazapine 30mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Beclometasone 50micrograms/dose nasal spray,beclometasone,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Raloxifene 60mg tablets,raloxifene,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Citalopram 40mg tablets,citalopram,6,Citalopram 20mg tablets|Escitalopram 5mg tablets|Citalopram 10mg tablets|Citalopram 40mg/ml oral drops sugar free|Escitalopram 10mg tablets,2,Citalopram 20mg tablets|Citalopram 10mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Ramipril 1.25mg tablets,ramipril,7,Ramipril 5mg tablets|Ramipril 10mg capsules|Ramipril 2.5mg capsules|Ramipril 5mg capsules|Ramipril 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Isotretinoin 20mg capsules,isotretinoin,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Eplerenone 50mg tablets,eplerenone,1,Eplerenone 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Alverine 120mg capsules,alverine,1,Alverine 60mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Alverine 60mg capsules,alverine,1,Alverine 120mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pizotifen 1.5mg tablets,pizotifen,1,Pizotifen 500microgram tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pravastatin 20mg tablets,pravastatin,2,Pravastatin 10mg tablets|Pravastatin 40mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Dapsone 50mg tablets,dapsone,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Propranolol 10mg tablets,propranolol,3,Propranolol 40mg tablets|Propranolol 80mg tablets|Propranolol 160mg modified-release capsules,3,Propranolol 40mg tablets|Propranolol 80mg tablets|Propranolol 160mg modified-release capsules,HIGH,India,3,80,1,0,0
Co-amilofruse 2.5mg/20mg tablets,co-amilofruse,1,Co-amilofruse 5mg/40mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Perindopril erbumine 8mg tablets,perindopril,2,Perindopril erbumine 2mg tablets|Perindopril erbumine 4mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Paroxetine 10mg tablets,paroxetine,2,Paroxetine 20mg tablets|Paroxetine 30mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Spironolactone 100mg tablets,spironolactone,2,Spironolactone 50mg tablets|Spironolactone 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Quinine bisulfate 300mg tablets,quinine,2,Quinine sulfate 200mg tablets|Quinine sulfate 300mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Travoprost 40micrograms/ml / Timolol 5mg/ml eye drops,travoprost,1,Travoprost 40micrograms/ml eye drops,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Co-tenidone 100mg/25mg tablets,co-tenidone,1,Co-tenidone 50mg/12.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Citalopram 40mg/ml oral drops sugar free,citalopram,6,Citalopram 20mg tablets|Escitalopram 5mg tablets|Citalopram 10mg tablets|Citalopram 40mg tablets|Escitalopram 10mg tablets,2,Citalopram 20mg tablets|Citalopram 10mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Simvastatin 40mg tablets,simvastatin,3,Simvastatin 80mg tablets|Simvastatin 20mg tablets|Simvastatin 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Fluoxetine 60mg capsules,fluoxetine,5,Fluoxetine 40mg capsules|Fluoxetine 20mg/5ml oral solution|Fluoxetine 20mg capsules|Fluoxetine 10mg capsules|Fluoxetine 10mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Levothyroxine sodium 75microgram tablets,levothyroxine,4,Levothyroxine sodium 12.5microgram tablets|Levothyroxine sodium 25microgram tablets|Levothyroxine sodium 50microgram tablets|Levothyroxine sodium 100microgram tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Cefalexin 250mg tablets,cefalexin,3,Cefalexin 500mg tablets|Cefalexin 500mg capsules|Cefalexin 250mg capsules,1,Cefalexin 500mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Hydrocortisone 10mg tablets,hydrocortisone,6,Hydrocortisone 0.5% cream|Hydrocortisone 2.5% cream|Hydrocortisone 1% cream|Hydrocortisone 1% cream|Hydrocortisone 1% cream,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Hydroxychloroquine 200mg tablets,hydroxychloroquine,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Fluoxetine 20mg capsules,fluoxetine,5,Fluoxetine 40mg capsules|Fluoxetine 20mg/5ml oral solution|Fluoxetine 60mg capsules|Fluoxetine 10mg capsules|Fluoxetine 10mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ivabradine 5mg tablets,ivabradine,2,Ivabradine 2.5mg tablets|Ivabradine 7.5mg tablets,2,Ivabradine 2.5mg tablets|Ivabradine 7.5mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Methocarbamol 750mg tablets,methocarbamol,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lacidipine 4mg tablets,lacidipine,1,Lacidipine 2mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Gliclazide 30mg modified-release tablets,gliclazide,3,Gliclazide 40mg tablets|Gliclazide 40mg tablets|Gliclazide 80mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Methotrexate 2.5mg tablets,methotrexate,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Brimonidine 0.2% eye drops,brimonidine,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pravastatin 40mg tablets,pravastatin,2,Pravastatin 10mg tablets|Pravastatin 20mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Flecainide 100mg tablets,flecainide,1,Flecainide 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Gliclazide 40mg tablets,gliclazide,2,Gliclazide 30mg modified-release tablets|Gliclazide 80mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rasagiline 1mg tablets,rasagiline,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Fluoxetine 10mg capsules,fluoxetine,4,Fluoxetine 40mg capsules|Fluoxetine 20mg/5ml oral solution|Fluoxetine 60mg capsules|Fluoxetine 20mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Co-amilofruse 5mg/40mg tablets,co-amilofruse,1,Co-amilofruse 2.5mg/20mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Midodrine 2.5mg tablets,midodrine,1,Midodrine 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Betamethasone valerate 0.1% ointment,betamethasone,5,Betamethasone 500microgram soluble tablets sugar free|Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment|Betamethasone valerate 0.1% cream|Betamethasone valerate 0.1% cream|Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,1,Betamethasone 500microgram soluble tablets sugar free,UNKNOWN,Unknown,-1,-1,-1,0,0
Moxonidine 200microgram tablets,moxonidine,2,Moxonidine 400microgram tablets|Moxonidine 300microgram tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Codeine 60mg tablets,codeine phosphate,18,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg effervescent tablets|Co-codamol 30mg/500mg effervescent tablets|Dihydrocodeine 30mg tablets,2,Co-codamol 30mg/500mg tablets|Co-codamol 30mg/500mg tablets,HIGH,India,4,70,1,0,0
Travoprost 40micrograms/ml / Timolol 5mg/ml eye drops,travoprost,1,Travoprost 40micrograms/ml eye drops,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rosuvastatin 5mg tablets,rosuvastatin,3,Rosuvastatin 20mg tablets|Rosuvastatin 10mg tablets|Rosuvastatin 40mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Duloxetine 40mg gastro-resistant capsules,duloxetine,5,Duloxetine 30mg gastro-resistant capsules|Duloxetine 60mg gastro-resistant capsules|Duloxetine 20mg gastro-resistant capsules|Duloxetine 20mg gastro-resistant capsules|Duloxetine 60mg gastro-resistant capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ropinirole 500microgram tablets,ropinirole,3,Ropinirole 1mg tablets|Ropinirole 2mg tablets|Ropinirole 250microgram tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Esomeprazole 20mg gastro-resistant tablets,esomeprazole,5,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant tablets,4,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules,HIGH,India,4,75,1,0,0
Carvedilol 12.5mg tablets,carvedilol,3,Carvedilol 6.25mg tablets|Carvedilol 25mg tablets|Carvedilol 3.125mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Esomeprazole 40mg gastro-resistant tablets,esomeprazole,5,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant tablets,4,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules,HIGH,India,4,75,1,0,0
Topiramate 50mg tablets,topiramate,3,Topiramate 25mg capsules|Topiramate 25mg tablets|Topiramate 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Nebivolol 5mg tablets,nebivolol,1,Nebivolol 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ciprofloxacin 250mg tablets,ciprofloxacin,1,Ciprofloxacin 500mg tablets,1,Ciprofloxacin 500mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Paroxetine 10mg tablets,paroxetine,2,Paroxetine 20mg tablets|Paroxetine 30mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,calcipotriol,1,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Glycopyrronium bromide 200micrograms/1ml solution for injection ampoules,glycopyrronium,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Sevelamer 800mg tablets,sevelamer,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Metoprolol 100mg tablets,metoprolol,1,Metoprolol 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Mirtazapine 30mg orodispersible tablets,mirtazapine,6,Mirtazapine 45mg orodispersible tablets|Mirtazapine 15mg orodispersible tablets|Mirtazapine 45mg tablets|Mirtazapine 15mg tablets|Mirtazapine 30mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Prednisolone 5mg soluble tablets sugar free,prednisolone,5,Prednisolone 5mg soluble tablets|Prednisolone 1mg tablets|Prednisolone 2.5mg gastro-resistant tablets|Prednisolone 5mg tablets|Prednisolone 5mg gastro-resistant tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Cabergoline 500microgram tablets,cabergoline,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Levetiracetam 1g tablets,levetiracetam,4,Levetiracetam 500mg tablets|Levetiracetam 750mg tablets|Levetiracetam 250mg tablets|Levetiracetam 100mg/ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Fosinopril 10mg tablets,fosinopril,1,Fosinopril 20mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Moxonidine 300microgram tablets,moxonidine,2,Moxonidine 400microgram tablets|Moxonidine 200microgram tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Paroxetine 20mg tablets,paroxetine,3,Paroxetine 10mg tablets|Paroxetine 10mg tablets|Paroxetine 30mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Amitriptyline 10mg tablets,amitriptyline,2,Amitriptyline 25mg tablets|Amitriptyline 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,phenoxymethylpenicillin,4,Phenoxymethylpenicillin 250mg tablets|Phenoxymethylpenicillin 125mg/5ml oral solution|Phenoxymethylpenicillin 250mg/5ml oral solution|Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,1,Phenoxymethylpenicillin 250mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Cefalexin 250mg capsules,cefalexin,3,Cefalexin 500mg tablets|Cefalexin 500mg capsules|Cefalexin 250mg tablets,1,Cefalexin 500mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Co-dydramol 10mg/500mg tablets,co-dydramol,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Duloxetine 20mg gastro-resistant capsules,duloxetine,4,Duloxetine 30mg gastro-resistant capsules|Duloxetine 60mg gastro-resistant capsules|Duloxetine 40mg gastro-resistant capsules|Duloxetine 60mg gastro-resistant capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Duloxetine 60mg gastro-resistant capsules,duloxetine,4,Duloxetine 30mg gastro-resistant capsules|Duloxetine 20mg gastro-resistant capsules|Duloxetine 40mg gastro-resistant capsules|Duloxetine 20mg gastro-resistant capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rabeprazole 20mg gastro-resistant tablets,rabeprazole,1,Rabeprazole 10mg gastro-resistant tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Bicalutamide 150mg tablets,bicalutamide,1,Bicalutamide 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pizotifen 500microgram tablets,pizotifen,1,Pizotifen 1.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Clotrimazole 1% cream,clotrimazole,1,Clotrimazole 500mg pessaries,1,Clotrimazole 500mg pessaries,UNKNOWN,Unknown,-1,-1,-1,0,0
Fluconazole 50mg capsules,fluconazole,1,Fluconazole 150mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Hydralazine 50mg tablets,hydralazine,1,Hydralazine 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Acamprosate 333mg gastro-resistant tablets,acamprosate,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rizatriptan 10mg orodispersible tablets sugar free,rizatriptan,1,Rizatriptan 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Cetirizine 10mg tablets,cetirizine,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Fesoterodine 8mg modified-release tablets,fesoterodine,1,Fesoterodine 4mg modified-release tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Amitriptyline 25mg tablets,amitriptyline,2,Amitriptyline 10mg tablets|Amitriptyline 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Fesoterodine 4mg modified-release tablets,fesoterodine,1,Fesoterodine 8mg modified-release tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Diclofenac sodium 25mg gastro-resistant tablets,diclofenac,1,Diclofenac sodium 50mg gastro-resistant tablets,1,Diclofenac sodium 50mg gastro-resistant tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Rivastigmine 3mg capsules,rivastigmine,1,Rivastigmine 1.5mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Metformin 500mg modified-release tablets,metformin,6,Metformin 500mg/5ml oral solution sugar free|Metformin 850mg tablets|Metformin 1g modified-release tablets|Sitagliptin 50mg / Metformin 1g tablets|Metformin 500mg/5ml oral solution sugar free,0,,MEDIUM,India,8,70,1,0,0
Metformin 850mg tablets,metformin,6,Metformin 500mg/5ml oral solution sugar free|Metformin 500mg modified-release tablets|Metformin 1g modified-release tablets|Sitagliptin 50mg / Metformin 1g tablets|Metformin 500mg/5ml oral solution sugar free,0,,MEDIUM,India,8,70,1,0,0
Fluticasone propionate 50micrograms/dose / Azelastine 137micrograms/dose nasal spray,fluticasone,1,Fluticasone propionate 50micrograms/dose nasal spray,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Flucloxacillin 250mg/5ml oral solution,flucloxacillin,6,Flucloxacillin 250mg/5ml oral solution sugar free|Flucloxacillin 125mg/5ml oral solution|Flucloxacillin 250mg/5ml oral solution sugar free|Flucloxacillin 125mg/5ml oral solution sugar free|Flucloxacillin 250mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Tolbutamide 500mg tablets,tolbutamide,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Hydralazine 25mg tablets,hydralazine,1,Hydralazine 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Entacapone 200mg tablets,entacapone,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Risedronate sodium 35mg tablets,risedronate,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Zolpidem 10mg tablets,zolpidem,1,Zolpidem 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ezetimibe 10mg tablets,ezetimibe,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Nifedipine 10mg capsules,nifedipine,1,Nifedipine 5mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Zonisamide 100mg capsules,zonisamide,1,Zonisamide 50mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Co-dydramol 10mg/500mg tablets,co-dydramol,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Glyceryl trinitrate 400micrograms/dose pump sublingual spray,glyceryl,1,Glyceryl trinitrate 500microgram sublingual tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Diamorphine 30mg powder for solution for injection ampoules,diamorphine,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Glyceryl trinitrate 400micrograms/dose pump sublingual spray,glyceryl,1,Glyceryl trinitrate 500microgram sublingual tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Enalapril 10mg tablets,enalapril,3,Enalapril 20mg tablets|Enalapril 5mg tablets|Enalapril 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ondansetron 8mg tablets,ondansetron,2,Ondansetron 4mg tablets|Ondansetron 4mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Levetiracetam 750mg tablets,levetiracetam,4,Levetiracetam 500mg tablets|Levetiracetam 1g tablets|Levetiracetam 250mg tablets|Levetiracetam 100mg/ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Co-amoxiclav 250mg/125mg tablets,clavulanic acid,3,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free|Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free|Co-amoxiclav 500mg/125mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Glyceryl trinitrate 400micrograms/dose pump sublingual spray,glyceryl,1,Glyceryl trinitrate 500microgram sublingual tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Tamoxifen 20mg tablets,tamoxifen,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Enalapril 20mg tablets,enalapril,3,Enalapril 10mg tablets|Enalapril 5mg tablets|Enalapril 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Tadalafil 20mg tablets,tadalafil,2,Tadalafil 5mg tablets|Tadalafil 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Glyceryl trinitrate 400micrograms/dose pump sublingual spray,glyceryl,1,Glyceryl trinitrate 500microgram sublingual tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Fludrocortisone 100microgram tablets,fludrocortisone,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Valsartan 40mg capsules,valsartan,3,Valsartan 80mg capsules|Valsartan 160mg capsules|Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Oxybutynin 5mg modified-release tablets,oxybutynin,3,Oxybutynin 5mg tablets|Oxybutynin 2.5mg tablets|Oxybutynin 10mg modified-release tablets,2,Oxybutynin 5mg tablets|Oxybutynin 2.5mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Levothyroxine sodium 25microgram tablets,levothyroxine,4,Levothyroxine sodium 12.5microgram tablets|Levothyroxine sodium 75microgram tablets|Levothyroxine sodium 50microgram tablets|Levothyroxine sodium 100microgram tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Topiramate 25mg capsules,topiramate,3,Topiramate 50mg tablets|Topiramate 25mg tablets|Topiramate 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Melatonin 2mg modified-release tablets,melatonin,2,Melatonin 1mg/ml oral solution sugar free|Melatonin 1mg/ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Oxybutynin 10mg modified-release tablets,oxybutynin,3,Oxybutynin 5mg tablets|Oxybutynin 2.5mg tablets|Oxybutynin 5mg modified-release tablets,2,Oxybutynin 5mg tablets|Oxybutynin 2.5mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Melatonin 1mg/ml oral solution sugar free,melatonin,2,Melatonin 2mg modified-release tablets|Melatonin 2mg modified-release tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Zonisamide 100mg capsules,zonisamide,1,Zonisamide 50mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free,dorzolamide,2,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops|Dorzolamide 20mg/ml eye drops,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Nifedipine 5mg capsules,nifedipine,1,Nifedipine 10mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Zonisamide 50mg capsules,zonisamide,2,Zonisamide 100mg capsules|Zonisamide 100mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Amoxicillin 500mg capsules,amoxicillin,10,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free|Amoxicillin 250mg/5ml oral suspension|Amoxicillin 125mg/5ml oral suspension|Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free|Co-amoxiclav 250mg/125mg tablets,1,Amoxicillin 250mg/5ml oral suspension,HIGH,China,4,85,1,0,0
Escitalopram 10mg tablets,citalopram,6,Citalopram 20mg tablets|Escitalopram 5mg tablets|Citalopram 10mg tablets|Citalopram 40mg tablets|Citalopram 40mg/ml oral drops sugar free,2,Citalopram 20mg tablets|Citalopram 10mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Mirtazapine 15mg orodispersible tablets,mirtazapine,6,Mirtazapine 45mg orodispersible tablets|Mirtazapine 30mg orodispersible tablets|Mirtazapine 45mg tablets|Mirtazapine 15mg tablets|Mirtazapine 30mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ursodeoxycholic acid 250mg capsules,ursodeoxycholic,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Doxycycline 50mg capsules,doxycycline,1,Doxycycline 100mg capsules,0,,HIGH,India,3,80,1,0,0
Tizanidine 2mg tablets,tizanidine,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Cyclizine 50mg tablets,cyclizine,1,Cyclizine 50mg/1ml solution for injection ampoules,1,Cyclizine 50mg/1ml solution for injection ampoules,UNKNOWN,Unknown,-1,-1,-1,0,0
Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets,irbesartan,3,Irbesartan 150mg tablets|Irbesartan 300mg tablets|Irbesartan 75mg tablets,1,Irbesartan 150mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Aciclovir 800mg tablets,aciclovir,3,Valaciclovir 500mg tablets|Aciclovir 200mg tablets|Aciclovir 400mg tablets,1,Valaciclovir 500mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Fluoxetine 10mg capsules,fluoxetine,4,Fluoxetine 40mg capsules|Fluoxetine 20mg/5ml oral solution|Fluoxetine 60mg capsules|Fluoxetine 20mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Trandolapril 2mg capsules,trandolapril,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Levothyroxine sodium 50microgram tablets,levothyroxine,4,Levothyroxine sodium 12.5microgram tablets|Levothyroxine sodium 75microgram tablets|Levothyroxine sodium 25microgram tablets|Levothyroxine sodium 100microgram tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Letrozole 2.5mg tablets,letrozole,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Mebeverine 135mg tablets,mebeverine,1,Mebeverine 200mg modified-release capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Losartan 50mg tablets,losartan,5,Losartan 100mg / Hydrochlorothiazide 25mg tablets|Losartan 50mg / Hydrochlorothiazide 12.5mg tablets|Losartan 100mg tablets|Losartan 25mg tablets|Losartan 12.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Enalapril 5mg tablets,enalapril,3,Enalapril 10mg tablets|Enalapril 20mg tablets|Enalapril 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rivaroxaban 20mg tablets,rivaroxaban,3,Rivaroxaban 15mg tablets|Rivaroxaban 2.5mg tablets|Rivaroxaban 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
