month,drug,concession_price
2022-05,Solifenacin 10mg tablets,4.6
2022-05,Solifenacin 5mg tablets,3.87
2022-05,Sulfasalazine 250mg/5ml oral suspension sugar free,94.22
2022-05,Sulfasalazine 500mg gastro-resistant tablets,41.78
2022-05,Sulfasalazine 500mg tablets,36.44
2022-05,Tamoxifen 10mg/5ml oral solution sugar free,74.52
2022-05,Tamsulosin 400microgram / Dutasteride 500microgram capsules,3.9
2022-05,Tetracycline 250mg tablets,6.22
2022-05,Tizanidine 2mg tablets,6.37
2022-05,Tolterodine 1mg tablets,2.48
2022-05,Tolterodine 2mg tablets,3.12
2022-05,Topiramate 100mg tablets,2.85
2022-05,Topiramate 25mg tablets,1.89
2022-05,Topiramate 50mg tablets,1.95
2022-05,Trimethoprim 50mg/5ml oral suspension sugar free,8.95
2022-05,Trospium chloride 20mg tablets,5.45
2022-05,Valsartan 160mg capsules,7.1
2022-05,Valsartan 80mg capsules,4.08
2022-04,Amoxicillin 250mg/5ml oral suspension sugar free,1.4
2022-04,Aqueous cream,0.74
2022-04,Atenolol 50mg tablets,0.82
2022-04,Baclofen 5mg/5ml oral solution sugar free,2.29
2022-04,Bimatoprost 100micrograms/ml eye drops,3.1
2022-04,Bisacodyl 10mg suppositories,2.49
2022-04,Celecoxib 100mg capsules,7.22
2022-04,Celecoxib 200mg capsules,7.21
2022-04,Chlorpromazine 50mg tablets,10.24
2022-04,Clarithromycin 500mg tablets,1.78
2022-04,Clonidine 25microgram tablets,11.52
2022-04,Co-amilozide 5mg/50mg tablets,19.8
2022-04,Co-codamol 30mg/500mg Effervescent Tablets,2.03
2022-04,Co-codamol 30mg/500mg Effervescent Tablets,6.34
2022-04,Co-dydramol 10mg/500mg tablets,7.63
2022-04,Co-dydramol 10mg/500mg tablets,2.29
2022-04,Co-tenidone 100mg/25mg Tablets,1.42
2022-04,Co-trimoxazole 80mg/400mg tablets,2.13
2022-04,Cyclizine 50mg/1ml solution for injection ampoules,6.45
2022-04,Dipyridamole 100mg tablets,21.89
2022-04,Dorzolamide 20mg/ml eye drops,1.99
2022-04,Esomeprazole 20mg gastro-resistant tablets,5.25
2022-04,Esomeprazole 40mg gastro-resistant tablets,5.5
2022-04,Exemestane 25mg tablets,24.33
2022-04,Famotidine 20mg tablets,17.95
2022-04,Famotidine 40mg tablets,25.54
2022-04,Fludrocortisone 100microgram tablets,8.6
2022-04,Fluoxetine 40mg capsules,3.4
2022-04,Gabapentin 600mg tablets,6.42
2022-04,Hydroxocobalamin 1mg/1ml solution for injection ampoules,5.75
2022-04,Ibandronic Acid 50mg Tablets,145.99
2022-04,Ibuprofen 100mg/5ml oral suspension sugar free,3.75
2022-04,Isotretinoin 20mg Capsules,16.02
2022-04,Lansoprazole 15mg orodispersible tablets,2.99
2022-04,Lansoprazole 30mg orodispersible tablets,4.97
2022-04,Lercanidipine 10mg tablets,4.24
2022-04,Lercanidipine 20mg tablets,8.12
2022-04,Loratadine 5mg/5ml oral solution,5.39
2022-04,Losartan 100mg / Hydrochlorothiazide 25mg tablets,11.66
2022-04,Losartan 100mg tablets,3.0
2022-04,Losartan 12.5mg tablets,7.19
2022-04,Losartan 25mg tablets,1.54
2022-04,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets,5.62
2022-04,Losartan 50mg tablets,2.06
2022-04,Metformin 500mg/5ml oral solution sugar free,32.17
2022-04,Methocarbamol 750mg tablets,12.68
2022-04,Midazolam 10mg/2ml solution for injection ampoules,6.22
2022-04,Mometasone 0.1% cream,10.94
2022-04,Mometasone 0.1% cream,3.28
2022-04,Mometasone 0.1% ointment,9.92
2022-04,Mometasone 0.1% ointment,4.6
2022-04,Montelukast 4mg granules sachets sugar free,6.04
2022-04,Moxonidine 200microgram tablets,6.63
2022-04,Naftidrofuryl 100mg capsules,7.99
2022-04,Nizatidine 150mg capsules,23.95
2022-04,Nortriptyline 10mg tablets,1.97
2022-04,Nortriptyline 25mg tablets,1.99
2022-04,Oxazepam 10mg tablets,3.99
2022-04,Oxybutynin 5mg tablets,1.45
2022-04,Paracetamol 500mg soluble tablets,9.8
2022-04,Paracetamol 500mg soluble tablets,2.35
2022-04,Prasugrel 10mg tablets,12.97
2022-04,Pravastatin 10mg tablets,1.03
2022-04,Pravastatin 20mg tablets,1.25
2022-04,Pravastatin 40mg tablets,1.42
2022-04,Rivastigmine 3mg capsules,3.1
2022-04,Rizatriptan 10mg tablets,3.63
2022-04,Ropinirole 1mg tablets,51.02
2022-04,Ropinirole 250microgram tablets,3.73
2022-04,Ropinirole 2mg tablets,17.7
2022-04,Ropinirole 500microgram tablets,6.0
2022-04,Sodium bicarbonate 500mg capsules,3.99
2022-04,Solifenacin 10mg tablets,4.01
2022-04,Solifenacin 5mg tablets,3.54
2022-04,Sulfasalazine 250mg/5ml Oral Suspension Sugar Free,94.22
2022-04,Sulfasalazine 500mg gastro-resistant tablets,39.93
2022-04,Sulfasalazine 500mg tablets,33.96
2022-04,Tamoxifen 10mg/5ml Oral Solution Sugar Free,74.52
2022-04,Tizanidine 2mg tablets,6.55
2022-04,Tolterodine 1mg tablets,2.22
2022-04,Tolterodine 2mg tablets,2.92
2022-04,Topiramate 100mg tablets,2.89
2022-04,Topiramate 25mg tablets,1.89
2022-04,Topiramate 50mg tablets,1.95
2022-04,Trimethoprim 50mg/5ml oral suspension sugar free,9.48
2022-04,Trospium chloride 20mg tablets,6.35
2022-04,Valsartan 160mg Capsules,7.08
2022-04,Valsartan 40mg capsules,2.95
2022-04,Valsartan 80mg capsules,3.95
2022-03,Amisulpride 100mg tablets,4.64
2022-03,Amisulpride 200mg tablets,6.04
2022-03,Amisulpride 50mg tablets,2.79
2022-03,Amoxicillin 500mg capsules,1.1
2022-03,Amoxicillin 500mg capsules,1.54
2022-03,Aqueous cream,0.75
2022-03,Atenolol 50mg tablets,0.86
2022-03,Benzydamine 0.15% oromucosal spray sugar free,1.99
2022-03,Celecoxib 100mg capsules,8.85
2022-03,Celecoxib 200mg capsules,8.39
2022-03,Cinnarizine 15mg tablets,3.99
2022-03,Clarithromycin 250mg tablets,1.17
2022-03,Clarithromycin 500mg tablets,1.95
2022-03,Clomipramine 10mg capsules,2.42
2022-03,Clomipramine 25mg capsules,4.86
2022-03,Clomipramine 50mg capsules,8.36
2022-03,Clonidine 25microgram tablets,12.8
2022-03,Co-amilozide 5mg/50mg tablets,18.24
2022-03,Co-dydramol 10mg/500mg tablets,7.42
2022-03,Co-dydramol 10mg/500mg tablets,2.23
2022-03,Co-trimoxazole 80mg/400mg tablets,2.1
2022-03,Cyanocobalamin 50microgram tablets,14.49
2022-03,Cyclizine 50mg/1ml solution for injection ampoules,6.45
2022-03,Dexamethasone 2mg tablets,3.89
2022-03,Dipyridamole 100mg tablets,25.44
2022-03,Dosulepin 75mg tablets,11.2
2022-03,Enalapril 10mg tablets,3.75
2022-03,Enalapril 5mg tablets,5.15
2022-03,Esomeprazole 20mg gastro-resistant tablets,4.95
2022-03,Esomeprazole 40mg gastro-resistant tablets,5.45
2022-03,Famotidine 40mg tablets,26.48
2022-03,Fenofibrate micronised 160mg tablets,3.93
2022-03,Fenofibrate micronised 200mg capsules,2.5
2022-03,Fludrocortisone 100microgram tablets,9.7
2022-03,Fludroxycortide 4micrograms/square cm tape 7.5cm,15.87
2022-03,Fluoxetine 40mg capsules,3.22
2022-03,Hydroxocobalamin 1mg/1ml solution for injection ampoules,5.5
2022-03,Ibandronic acid 50mg tablets,128.63
2022-03,Ibuprofen 100mg/5ml oral suspension sugar free,3.24
2022-03,Ipratropium bromide 500micrograms/2ml nebuliser liquid unit dose vials,3.46
2022-03,Isotretinoin 20mg capsules,16.3
2022-03,Lacidipine 2mg tablets,2.95
2022-03,Lamotrigine 5mg dispersible tablets sugar free,9.25
2022-03,Lansoprazole 15mg orodispersible tablets,3.25
2022-03,Lansoprazole 30mg orodispersible tablets,4.78
2022-03,Liothyronine 5microgram tablets,100.94
2022-03,Loratadine 5mg/5ml oral solution,5.82
2022-03,Losartan 100mg / Hydrochlorothiazide 25mg tablets,12.54
2022-03,Losartan 100mg tablets,3.45
2022-03,Losartan 12.5mg tablets,7.01
2022-03,Losartan 25mg tablets,1.86
2022-03,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets,3.58
2022-03,Losartan 50mg tablets,2.45
2022-03,Metformin 500mg/5ml oral solution sugar free,35.95
2022-03,Methocarbamol 750mg tablets,9.54
2022-03,Midazolam 10mg/2ml solution for injection ampoules,6.48
2022-03,Mometasone 0.1% cream,10.27
2022-03,Mometasone 0.1% cream,3.83
2022-03,Mometasone 0.1% ointment,9.92
2022-03,Mometasone 0.1% ointment,4.23
2022-03,Montelukast 4mg granules sachets sugar free,5.83
2022-03,Naftidrofuryl 100mg capsules,8.1
2022-03,Nizatidine 150mg capsules,22.95
2022-03,Nortriptyline 10mg tablets,1.91
2022-03,Nortriptyline 25mg tablets,1.81
2022-03,Orlistat 120mg capsules,24.99
2022-03,Oxazepam 10mg tablets,5.69
2022-03,Oxybutynin 5mg tablets,1.4
2022-03,Paracetamol 500mg soluble tablets,2.78
2022-03,Paracetamol 500mg soluble tablets,11.58
2022-03,Pioglitazone 45mg tablets,2.68
2022-03,Prasugrel 10mg tablets,10.8
2022-03,Pravastatin 10mg tablets,0.99
2022-03,Prednisolone 5mg soluble tablets,10.0
2022-03,Rivastigmine 3mg capsules,3.53
2022-03,Rizatriptan 10mg tablets,4.25
2022-03,Ropinirole 1mg tablets,48.5
2022-03,Ropinirole 250microgram tablets,3.62
2022-03,Ropinirole 2mg tablets,18.04
2022-03,Ropinirole 500microgram tablets,6.0
2022-03,Sodium bicarbonate 500mg capsules,3.8
2022-03,Solifenacin 10mg tablets,1.95
2022-03,Solifenacin 5mg tablets,2.3
2022-03,Sulfasalazine 250mg/5ml oral suspension sugar free,94.22
2022-03,Sulfasalazine 500mg gastro-resistant tablets,37.86
2022-03,Sulfasalazine 500mg tablets,30.86
2022-03,Tacrolimus 0.1% ointment,16.46
2022-03,Tamoxifen 10mg/5ml oral solution sugar free,74.52
2022-03,Tolbutamide 500mg tablets,26.99
2022-03,Tolterodine 1mg tablets,2.35
2022-03,Tolterodine 2mg tablets,2.92
2022-03,Topiramate 100mg tablets,3.72
2022-03,Topiramate 25mg tablets,2.25
2022-03,Topiramate 50mg tablets,2.25
2022-03,Trazodone 50mg capsules,3.55
2022-03,Trimethoprim 50mg/5ml oral suspension sugar free,9.75
2022-03,Valsartan 160mg capsules,7.74
2022-03,Valsartan 40mg capsules,3.01
2022-03,Valsartan 80mg capsules,4.26
2022-03,Warfarin 500microgram tablets,1.35
2022-02,Amisulpride 100mg tablets,4.89
2022-02,Amisulpride 200mg tablets,6.0
2022-02,Amisulpride 50mg tablets,2.93
2022-02,Amoxicillin 500mg capsules,1.25
2022-02,Amoxicillin 500mg capsules,1.75
2022-02,Aqueous cream,0.75
2022-02,Atenolol 50mg tablets,0.86
2022-02,Calcium and Ergocalciferol tablets,35.0
2022-02,Celecoxib 100mg capsules,8.94
2022-02,Celecoxib 200mg capsules,8.39
2022-02,Cinnarizine 15mg tablets,3.88
2022-02,Clarithromycin 250mg tablets,1.25
2022-02,Clarithromycin 500mg tablets,1.97
2022-02,Clomipramine 10mg capsules,2.32
2022-02,Clomipramine 25mg capsules,4.99
2022-02,Clomipramine 50mg capsules,7.9
2022-02,Clonidine 25microgram tablets,9.67
2022-02,Co-amilozide 5mg/50mg tablets,18.24
2022-02,Co-dydramol 10mg/500mg tablets,2.06
2022-02,Co-dydramol 10mg/500mg tablets,6.87
2022-02,Cyanocobalamin 50microgram tablets,14.49
2022-02,Cyclizine 50mg/1ml solution for injection ampoules,6.45
2022-02,Dexamethasone 2mg tablets,3.99
2022-02,Dipyridamole 100mg tablets,22.22
2022-02,Dosulepin 75mg tablets,11.2
2022-02,Enalapril 10mg tablets,3.75
2022-02,Enalapril 5mg tablets,5.75
2022-02,Esomeprazole 20mg gastro-resistant tablets,4.17
2022-02,Esomeprazole 40mg gastro-resistant tablets,5.01
2022-02,Famotidine 40mg tablets,27.0
2022-02,Fenofibrate micronised 160mg tablets,4.01
2022-02,Fenofibrate micronised 200mg capsules,2.5
2022-02,Hydroxocobalamin 1mg/1ml solution for injection ampoules,5.07
2022-02,Ibuprofen 100mg/5ml oral suspension sugar free,3.14
2022-02,Isotretinoin 20mg capsules,12.46
2022-02,Ivabradine 2.5mg tablets,25.33
2022-02,Lamotrigine 5mg dispersible tablets sugar free,9.38
2022-02,Lansoprazole 15mg orodispersible tablets,3.08
2022-02,Lansoprazole 30mg orodispersible tablets,4.5
2022-02,Loratadine 5mg/5ml oral solution,5.64
2022-02,Losartan 100mg / Hydrochlorothiazide 25mg tablets,13.99
2022-02,Losartan 100mg tablets,3.85
2022-02,Losartan 12.5mg tablets,7.07
2022-02,Losartan 25mg tablets,2.15
2022-02,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets,7.15
2022-02,Losartan 50mg tablets,2.85
2022-02,Metformin 500mg/5ml oral solution sugar free,35.95
2022-02,Methocarbamol 750mg tablets,14.0
2022-02,Midazolam 10mg/2ml solution for injection ampoules,6.36
2022-02,Mometasone 0.1% cream,10.33
2022-02,Mometasone 0.1% cream,3.97
2022-02,Mometasone 0.1% ointment,3.37
2022-02,Mometasone 0.1% ointment,8.87
2022-02,Morphine sulfate 10mg/5ml oral solution,5.09
2022-02,Naftidrofuryl 100mg capsules,8.1
2022-02,Nortriptyline 10mg tablets,2.32
2022-02,Nortriptyline 25mg tablets,1.82
2022-02,Orlistat 120mg capsules,24.99
2022-02,Oxcarbazepine 150mg tablets,12.24
2022-02,Oxybutynin 5mg tablets,1.4
2022-02,Pioglitazone 45mg tablets,2.68
2022-02,Prasugrel 10mg tablets,6.3
2022-02,Prasugrel 5mg tablets,34.99
2022-02,Pravastatin 10mg tablets,1.38
2022-02,Pravastatin 40mg tablets,1.4
2022-02,Prednisolone 5mg soluble tablets,9.9
2022-02,Promazine 25mg/5ml oral solution,60.19
2022-02,Rivastigmine 1.5mg capsules,3.5
2022-02,Rivastigmine 3mg capsules,3.21
2022-02,Ropinirole 1mg tablets,46.5
2022-02,Ropinirole 250microgram tablets,3.25
2022-02,Ropinirole 2mg tablets,18.47
2022-02,Ropinirole 500microgram tablets,6.0
2022-02,Sodium bicarbonate 500mg capsules,3.8
2022-02,Solifenacin 5mg tablets,1.7
2022-02,Sulfasalazine 250mg/5ml oral suspension sugar free,94.22
2022-02,Sulfasalazine 500mg gastro-resistant tablets,36.16
2022-02,Sulfasalazine 500mg tablets,27.3
2022-02,Tamoxifen 10mg/5ml oral solution sugar free,74.52
2022-02,Timolol 0.5% eye drops,3.14
2022-02,Tolbutamide 500mg tablets,28.0
2022-02,Tolterodine 1mg tablets,2.35
2022-02,Tolterodine 2mg tablets,3.08
2022-02,Topiramate 100mg tablets,4.39
2022-02,Topiramate 25mg tablets,2.34
2022-02,Topiramate 50mg tablets,2.79
2022-02,Trimethoprim 50mg/5ml oral suspension sugar free,9.15
2022-02,Valsartan 160mg capsules,7.74
2022-02,Valsartan 40mg capsules,2.95
2022-02,Valsartan 80mg capsules,5.28
2022-02,Warfarin 500microgram tablets,1.37
2022-01,Amiloride 5mg/5ml oral solution sugar free,121.38
2022-01,Amisulpride 100mg tablets,4.9
2022-01,Amisulpride 200mg tablets,6.15
2022-01,Amisulpride 50mg tablets,2.99
2022-01,Amoxicillin 500mg capsules,1.25
2022-01,Amoxicillin 500mg capsules,1.75
2022-01,Benzydamine 0.15% oromucosal spray sugar free,2.05
2022-01,Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,4.52
2022-01,Calcium and Ergocalciferol tablets,35.52
2022-01,Celecoxib 100mg capsules,8.99
2022-01,Celecoxib 200mg capsules,6.2
2022-01,Cinnarizine 15mg tablets,3.92
2022-01,Clarithromycin 250mg tablets,1.13
2022-01,Clarithromycin 500mg tablets,2.0
2022-01,Clomipramine 10mg capsules,2.32
2022-01,Clomipramine 25mg capsules,4.8
2022-01,Clomipramine 50mg capsules,8.09
2022-01,Clonidine 25microgram tablets,8.24
2022-01,Co-amilozide 5mg/50mg tablets,15.48
2022-01,Co-dydramol 10mg/500mg tablets,2.06
2022-01,Co-dydramol 10mg/500mg tablets,6.87
2022-01,Cyanocobalamin 50microgram tablets,14.49
2022-01,Cyclizine 50mg/1ml solution for injection ampoules,6.85
2022-01,Dexamethasone 2mg tablets,3.81
2022-01,Dipyridamole 100mg tablets,6.95
2022-01,Dosulepin 75mg tablets,11.2
2022-01,Enalapril 10mg tablets,4.09
2022-01,Enalapril 5mg tablets,5.87
2022-01,Famotidine 40mg tablets,26.41
2022-01,Fenofibrate micronised 160mg tablets,4.08
2022-01,Fenofibrate micronised 200mg capsules,2.26
2022-01,Hydroxocobalamin 1mg/1ml solution for injection ampoules,4.95
2022-01,Ibuprofen 100mg/5ml oral suspension sugar free,1.7
2022-01,Imipramine 25mg/5ml oral solution sugar free,183.03
2022-01,Isotretinoin 20mg capsules,14.02
2022-01,Ivabradine 2.5mg tablets,25.21
2022-01,Lamotrigine 5mg dispersible tablets sugar free,8.43
2022-01,Lansoprazole 15mg orodispersible tablets,3.15
2022-01,Lansoprazole 30mg orodispersible tablets,4.5
2022-01,Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,3.1
2022-01,Liothyronine 10microgram tablets,150.05
2022-01,Lisinopril 5mg tablets,0.8
2022-01,Lofepramine 70mg/5ml oral suspension sugar free,104.67
2022-01,Loratadine 5mg/5ml oral solution,5.88
2022-01,Losartan 100mg / Hydrochlorothiazide 25mg tablets,11.21
2022-01,Losartan 100mg tablets,4.25
2022-01,Losartan 12.5mg tablets,6.14
2022-01,Losartan 25mg tablets,2.29
2022-01,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets,5.15
2022-01,Losartan 50mg tablets,3.32
2022-01,Metformin 500mg/5ml oral solution sugar free,33.05
2022-01,Methocarbamol 750mg tablets,12.73
2022-01,Midazolam 10mg/2ml solution for injection ampoules,5.73
2022-01,Mirtazapine 15mg/ml oral solution sugar free,97.89
2022-01,Mometasone 0.1% cream,2.32
2022-01,Mometasone 0.1% ointment,2.45
2022-01,Morphine sulfate 10mg/5ml oral solution,5.33
2022-01,Naftidrofuryl 100mg capsules,6.79
2022-01,Nortriptyline 10mg tablets,2.0
2022-01,Nortriptyline 25mg tablets,1.84
2022-01,Omeprazole 10mg/5ml oral suspension sugar free,106.46
2022-01,Omeprazole 20mg/5ml oral suspension sugar free,206.0
2022-01,Orlistat 120mg capsules,24.99
2022-01,Oxybutynin 5mg tablets,1.45
2022-01,Oxycodone 5mg/5ml oral solution sugar free,8.21
2022-01,Pioglitazone 30mg tablets,2.26
2022-01,Pioglitazone 45mg tablets,3.39
2022-01,Prasugrel 10mg tablets,4.98
2022-01,Prasugrel 5mg tablets,34.95
2022-01,Pravastatin 40mg tablets,1.59
2022-01,Prednisolone 5mg soluble tablets,10.0
2022-01,Promazine 25mg/5ml oral solution,60.19
2022-01,Rivastigmine 1.5mg capsules,3.66
2022-01,Rivastigmine 3mg capsules,3.31
2022-01,Ropinirole 1mg tablets,46.95
2022-01,Ropinirole 250microgram tablets,3.72
2022-01,Ropinirole 2mg tablets,19.0
2022-01,Ropinirole 500microgram tablets,5.22
2022-01,Simvastatin 20mg/5ml oral suspension sugar free,173.89
2022-01,Sulfasalazine 250mg/5ml oral suspension sugar free,94.22
2022-01,Sulfasalazine 500mg gastro-resistant tablets,27.7
2022-01,Sulfasalazine 500mg tablets,24.28
2022-01,Sulpiride 200mg/5ml oral solution sugar free,79.39
2022-01,Tacrolimus 0.1% ointment,36.99
2022-01,Tamoxifen 10mg/5ml oral solution sugar free,74.52
2022-01,Timolol 0.5% eye drops,2.6
2022-01,Tolbutamide 500mg tablets,25.3
2022-01,Tolterodine 1mg tablets,2.45
2022-01,Tolterodine 2mg tablets,2.97
2022-01,Topiramate 100mg tablets,4.63
2022-01,Topiramate 25mg tablets,2.39
2022-01,Topiramate 50mg tablets,2.79
2022-01,Trazodone 100mg capsules,3.45
2022-01,Trazodone 50mg capsules,3.09
2022-01,Trimethoprim 50mg/5ml oral suspension sugar free,10.13
2022-01,Valsartan 160mg capsules,11.95
2022-01,Valsartan 40mg capsules,2.95
2022-01,Valsartan 80mg capsules,4.68
2022-01,Verapamil 40mg/5ml oral solution sugar free,120.87
2022-01,Warfarin 1mg/ml oral suspension sugar free,156.07
2022-01,Warfarin 500microgram tablets,1.4
2021-12,Amisulpride 50mg tablets,2.99
2021-12,Celecoxib 100mg capsules,2.71
2021-12,Celecoxib 200mg capsules,1.77
2021-12,Cinnarizine 15mg tablets,3.9
2021-12,Clomipramine 10mg capsules,2.32
2021-12,Clomipramine 25mg capsules,4.76
2021-12,Clomipramine 50mg capsules,7.9
2021-12,Co-amilozide 5mg/50mg tablets,12.27
2021-12,Co-dydramol 10mg/500mg tablets,2.1
2021-12,Co-dydramol 10mg/500mg tablets,6.99
2021-12,Donepezil 1mg/ml oral solution sugar free,81.23
2021-12,Enalapril 10mg tablets,5.21
2021-12,Enalapril 5mg tablets,5.87
2021-12,Fenofibrate micronised 160mg tablets,5.31
2021-12,Fludrocortisone 100microgram tablets,12.56
2021-12,Ivabradine 5mg tablets,7.93
2021-12,Lamotrigine 5mg dispersible tablets sugar free,8.5
2021-12,Lansoprazole 30mg orodispersible tablets,5.18
2021-12,Lercanidipine 10mg tablets,2.53
2021-12,Lercanidipine 20mg tablets,2.8
2021-12,Loratadine 5mg/5ml oral solution,5.85
2021-12,Losartan 100mg / Hydrochlorothiazide 25mg tablets,2.98
2021-12,Losartan 100mg tablets,3.84
2021-12,Losartan 12.5mg tablets,4.22
2021-12,Losartan 25mg tablets,2.64
2021-12,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets,3.35
2021-12,Losartan 50mg tablets,2.7
2021-12,Metformin 1g/5ml oral solution sugar free,80.0
2021-12,Metformin 500mg/5ml oral solution sugar free,40.0
2021-12,Metformin 850mg/5ml oral solution sugar free,68.0
2021-12,Methocarbamol 750mg tablets,14.89
2021-12,Mirtazapine 15mg/ml oral solution sugar free,97.89
2021-12,Naftidrofuryl 100mg capsules,7.9
2021-12,Nortriptyline 10mg tablets,1.99
2021-12,Omeprazole 10mg/5ml oral suspension sugar free,106.46
2021-12,Omeprazole 20mg/5ml oral suspension sugar free,206.0
2021-12,Orlistat 120mg capsules,23.07
2021-12,Orphenadrine 50mg/5ml oral solution sugar free,87.09
2021-12,Pioglitazone 30mg tablets,1.89
2021-12,Pioglitazone 45mg tablets,2.48
2021-12,Prasugrel 10mg tablets,6.3
2021-12,Prasugrel 5mg tablets,36.41
2021-12,Prednisolone 5mg soluble tablets,11.83
2021-12,Procyclidine 2.5mg/5ml oral solution sugar free,37.39
2021-12,Procyclidine 5mg/5ml oral solution sugar free,55.61
2021-12,Promazine 25mg/5ml oral solution,60.19
2021-12,Promazine 50mg/5ml oral solution,75.36
2021-12,Quetiapine 20mg/ml oral suspension sugar free,166.31
2021-12,Ramipril 2.5mg/5ml oral solution sugar free,164.12
2021-12,Rivastigmine 3mg capsules,3.99
2021-12,Ropinirole 1mg tablets,49.5
2021-12,Ropinirole 250microgram tablets,3.25
2021-12,Ropinirole 500microgram tablets,5.48
2021-12,Simvastatin 20mg/5ml oral suspension sugar free,173.89
2021-12,Simvastatin 40mg/5ml oral suspension sugar free,250.63
2021-12,Sulfasalazine 250mg/5ml oral suspension sugar free,94.22
2021-12,Sulfasalazine 500mg gastro-resistant tablets,31.99
2021-12,Sulfasalazine 500mg tablets,26.99
2021-12,Tamoxifen 10mg/5ml oral solution sugar free,74.52
2021-12,Timolol 0.25% Eye Drops,2.45
2021-12,Timolol 0.5% eye drops,3.02
2021-12,Tolbutamide 500mg tablets,25.09
2021-12,Tolterodine 1mg tablets,3.46
2021-12,Tolterodine 2mg tablets,3.98
2021-12,Topiramate 100mg tablets,7.13
2021-12,Topiramate 25mg tablets,2.89
2021-12,Topiramate 50mg tablets,2.76
2021-12,Trazodone 100mg capsules,3.52
2021-12,Trazodone 150mg tablets,3.13
2021-12,Trazodone 50mg capsules,3.45
2021-12,Trimethoprim 50mg/5ml oral suspension sugar free,9.12
2021-12,Ursodeoxycholic acid 250mg capsules,9.95
2021-12,Warfarin 1mg/ml oral suspension sugar free,156.07
2021-12,Warfarin 500microgram tablets,1.62
2021-11,Amisulpride 50mg tablets,2.99
2021-11,Celecoxib 100mg capsules,1.8
2021-11,Celecoxib 200mg capsules,1.75
2021-11,Cinnarizine 15mg tablets,3.97
2021-11,Clomipramine 10mg capsules,2.76
2021-11,Clomipramine 25mg capsules,4.85
2021-11,Clomipramine 50mg capsules,8.25
2021-11,Co-amilozide 5mg/50mg tablets,8.98
2021-11,Co-dydramol 10mg/500mg tablets,6.19
2021-11,Co-dydramol 10mg/500mg tablets,1.86
2021-11,Donepezil 1mg/ml oral solution sugar free,81.23
2021-11,Enalapril 10mg tablets,5.29
2021-11,Enalapril 5mg tablets,7.15
2021-11,Fludrocortisone 100microgram tablets,11.2
2021-11,Ivabradine 5mg tablets,7.87
2021-11,Lamotrigine 5mg dispersible tablets sugar free,8.35
2021-11,Lansoprazole 30mg orodispersible tablets,5.18
2021-11,Lercanidipine 10mg tablets,2.99
2021-11,Lercanidipine 20mg tablets,3.04
2021-11,Loratadine 5mg/5ml oral solution,6.46
2021-11,Metformin 500mg/5ml oral solution sugar free,36.15
2021-11,Methocarbamol 750mg tablets,12.95
2021-11,Mirtazapine 15mg/ml oral solution sugar free,97.89
2021-11,Naftidrofuryl 100mg capsules,7.79
2021-11,Nitrofurantoin 50mg capsules,10.49
2021-11,Omeprazole 10mg/5ml oral suspension sugar free,106.46
2021-11,Omeprazole 20mg/5ml oral suspension sugar free,206.0
2021-11,Orlistat 120mg capsules,24.22
2021-11,Orphenadrine 50mg/5ml oral solution sugar free,87.09
2021-11,Pioglitazone 30mg tablets,2.7
2021-11,Pioglitazone 45mg tablets,2.7
2021-11,Prednisolone 5mg soluble tablets,10.35
2021-11,Procyclidine 2.5mg/5ml oral solution sugar free,37.39
2021-11,Procyclidine 5mg/5ml oral solution sugar free,55.61
2021-11,Promazine 25mg/5ml oral solution,60.19
2021-11,Promazine 50mg/5ml oral solution,75.36
2021-11,Quetiapine 20mg/ml oral suspension sugar free,166.31
2021-11,Ramipril 2.5mg/5ml oral solution sugar free,164.12
2021-11,Ropinirole 1mg tablets,56.71
2021-11,Simvastatin 20mg/5ml oral suspension sugar free,173.89
2021-11,Simvastatin 40mg/5ml oral suspension sugar free,250.63
2021-11,Sodium fluoride 0.05% mouthwash sugar free,1.57
2021-11,Sulfasalazine 250mg/5ml oral suspension sugar free,94.22
2021-11,Sulfasalazine 500mg gastro-resistant tablets,23.12
2021-11,Sulfasalazine 500mg tablets,21.35
2021-11,Tamoxifen 10mg/5ml oral solution sugar free,74.52
2021-11,Timolol 0.25% eye drops,3.73
2021-11,Timolol 0.5% eye drops,3.77
2021-11,Tolbutamide 500mg tablets,25.75
2021-11,Tolterodine 1mg tablets,3.46
2021-11,Tolterodine 2mg tablets,4.82
2021-11,Topiramate 100mg tablets,8.09
2021-11,Topiramate 25mg tablets,2.89
2021-11,Topiramate 50mg tablets,3.52
2021-11,Trazodone 100mg capsules,3.5
2021-11,Trazodone 150mg tablets,3.31
2021-11,Trazodone 50mg capsules,3.45
2021-11,Trihexyphenidyl 5mg/5ml oral solution,82.54
2021-11,Trimethoprim 100mg tablets,2.1
2021-11,Trimethoprim 50mg/5ml oral suspension sugar free,10.75
2021-11,Ursodeoxycholic acid 250mg capsules,10.27
2021-11,Warfarin 1mg/ml oral suspension sugar free,156.07
2021-10,Amisulpride 50mg tablets,2.94
